RICSService	RICSDate	DatasetName	DatasetID	ILModel	ILTopic	ILTable	ErrorID	ErrorCategory	ErrorCount	BFSNr	Kt	ErrorDescription	RICSProfile	ErrorX	ErrorY
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2571	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2631597.332	1240396.845
MOCHECKSO	20200709	244500.itf	EFF5D8D94145524DDDC1F023EC5C9AD0	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	1	2445	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	ohne_gemeindegrenztest,data_forward	NULL	NULL
MOCHECKSO	20200709	245500.itf	9747B1A5BD198525AA4B2BB9130076DF	DM01AVSO24LV95	Nummerierungsbereiche	Nummerierungsbereich	CH100501	warning	1	2455	SO	Nummerierungsbereich muss mindestens eine NBGeometrie haben	ohne_gemeindegrenztest,data_forward	NULL	NULL
MOCHECKSO	20200709	245500.itf	9747B1A5BD198525AA4B2BB9130076DF	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2455	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2606140.846	1223732.684
MOCHECKSO	20200709	245500.itf	9747B1A5BD198525AA4B2BB9130076DF	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2455	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2606302.883	1223496.935
MOCHECKSO	20200709	245500.itf	9747B1A5BD198525AA4B2BB9130076DF	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2455	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2606330.513	1223500.505
MOCHECKSO	20200709	245500.itf	9747B1A5BD198525AA4B2BB9130076DF	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2455	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2603143.767	1222696.07
MOCHECKSO	20200709	246300.itf	3F12E08474204A3B02F34A2D67E9DD26	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	1	2463	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	ohne_gemeindegrenztest,data_forward	NULL	NULL
MOCHECKSO	20200709	246300.itf	3F12E08474204A3B02F34A2D67E9DD26	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2463	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2603832.614	1218347.097
MOCHECKSO	20200709	246400_grenzen_err_SO.itf	23CB3E38EB785481D9C7CF3E4719B539	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2464	SO	Der Grenzpunkt 2602996.675/1225023.842 kommt nur in Leuzigen vor	ohne_gemeindegrenztest,data_forward	2602996.675	1225023.842
MOCHECKSO	20200709	246400_grenzen_err_SO.itf	23CB3E38EB785481D9C7CF3E4719B539	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2464	SO	Der Grenzpunkt 2602857.013/1226406.427 kommt nur in Leuzigen vor	ohne_gemeindegrenztest,data_forward	2602857.013	1226406.427
MOCHECKSO	20200709	246400_grenzen_err_SO.itf	23CB3E38EB785481D9C7CF3E4719B539	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2464	SO	Der Grenzpunkt 2602872.556/1226362.524 kommt nur in Leuzigen vor	ohne_gemeindegrenztest,data_forward	2602872.556	1226362.524
MOCHECKSO	20200709	246400_grenzen_err_SO.itf	23CB3E38EB785481D9C7CF3E4719B539	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2464	SO	Hoheitsgrenzpunkt 2602996.675/1225023.842 kommt als Stützpunkt nur in Gemeinde Leuzigen vor	ohne_gemeindegrenztest,data_forward	2602996.675	1225023.842
MOCHECKSO	20200709	246400_grenzen_err_SO.itf	23CB3E38EB785481D9C7CF3E4719B539	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2464	SO	Hoheitsgrenzpunkt 2602857.013/1226406.427 kommt als Stützpunkt nur in Gemeinde Leuzigen vor	ohne_gemeindegrenztest,data_forward	2602857.013	1226406.427
MOCHECKSO	20200709	246400_grenzen_err_SO.itf	23CB3E38EB785481D9C7CF3E4719B539	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2464	SO	Hoheitsgrenzpunkt 2602872.556/1226362.524 kommt als Stützpunkt nur in Gemeinde Leuzigen vor	ohne_gemeindegrenztest,data_forward	2602872.556	1226362.524
MOCHECKSO	20200709	254100.itf	219A6D2DEC93E3BBCFBA19EC54F0B113	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	1	2541	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	ohne_gemeindegrenztest,data_forward	NULL	NULL
MOCHECKSO	20200709	254100.itf	219A6D2DEC93E3BBCFBA19EC54F0B113	DM01AVSO24LV95	FixpunkteKategorie3	LFP3	CH030701	error	1	2541	SO	LFP3 muss die gleichen Attributwerte wie der Hoheitsgrenzpunkt haben	ohne_gemeindegrenztest,data_forward	2609801.182	1233537.533
MOCHECKSO	20200709	254100.itf	219A6D2DEC93E3BBCFBA19EC54F0B113	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2541	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2609334.86	1233804.354
MOCHECKSO	20200709	254100.itf	219A6D2DEC93E3BBCFBA19EC54F0B113	DM01AVSO24LV95	FixpunkteKategorie3	LFP3	CH030701	error	1	2541	SO	LFP3 muss die gleichen Attributwerte wie der Hoheitsgrenzpunkt haben	ohne_gemeindegrenztest,data_forward	2609656.797	1233691.408
MOCHECKSO	20200710	254700.itf	86E452A612038A76FF24824BCA8F8ECB	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	1	2547	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	all,data_forward	NULL	NULL
MOCHECKSO	20200710	254700.itf	86E452A612038A76FF24824BCA8F8ECB	DM01AVSO24LV95	Gebaeudeadressen	Gebaeudeeingang	CH194204	error	1	2547	SO	Gebäudeeingang muss innerhalb einer Gebäudefläche liegen oder der Attributwert von Im Gebaeude ist falsch	all,data_forward	2610007.82	1234521.251
MOCHECKSO	20200712	242500.ITF	531E1CC2584C449DB92291C82DD17495	DM01AVSO24LV95	Gebaeudeadressen	Gebaeudeeingang	CH194204	error	1	2425	SO	Gebäudeeingang muss innerhalb einer Gebäudefläche liegen oder der Attributwert von Im Gebaeude ist falsch	all,data_forward	2622515.731	1242105.04
MOCHECKSO	20200712	242500.ITF	531E1CC2584C449DB92291C82DD17495	DM01AVSO24LV95	FixpunkteKategorie2	LFP2Nachfuehrung	CH020101	error	1	2425	SO	NBIdent gehört zu keinem Nummerierungsbereich (<Kt><NBNummer>)	all,data_forward	2624580.042	1243165.491
MOCHECKSO	20200712	242500.ITF	531E1CC2584C449DB92291C82DD17495	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	42	2425	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	all,data_forward	NULL	NULL
MOCHECKSO	20200712	242500.ITF	531E1CC2584C449DB92291C82DD17495	DM01AVSO24LV95	Einzelobjekte	Linienelement	INT210	warning	1	2425	SO	duplicate line 2623526.035000/1242376.242000 ... 2623525.734000/1242378.239000	all,data_forward	2623526.035	1242376.242
MOCHECKSO	20200712	242500.ITF	531E1CC2584C449DB92291C82DD17495	DM01AVSO24LV95	FixpunkteKategorie2	HFP2Nachfuehrung	CH022501	error	2	2425	SO	NBIdent gehört zu keinem Nummerierungsbereich (<Kt><NBNummer>)	all,data_forward	NULL	NULL
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2423	SO	Der Grenzpunkt 2600777.383/1234670.645 kommt nur in Crémines vor	ohne_gemeindegrenztest,data_forward	2600777.383	1234670.645
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2423	SO	Der Grenzpunkt 2602074.078/1234886.053 kommt nur in Crémines vor	ohne_gemeindegrenztest,data_forward	2602074.078	1234886.053
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2423	SO	Der Grenzpunkt 2602066.661/1234878.210 kommt nur in Crémines vor	ohne_gemeindegrenztest,data_forward	2602066.661	1234878.21
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2423	SO	Der Grenzpunkt 2602029.537/1234856.800 kommt nur in Crémines vor	ohne_gemeindegrenztest,data_forward	2602029.537	1234856.8
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	92102	Grenztest	1	2423	SO	Der Grenzpunkt 2602017.323/1234854.849 kommt nur in Crémines vor	ohne_gemeindegrenztest,data_forward	2602017.323	1234854.849
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2423	SO	Hoheitsgrenzpunkt 2600777.383/1234670.645 kommt als Stützpunkt nur in Gemeinde Crémines vor	ohne_gemeindegrenztest,data_forward	2600777.383	1234670.645
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2423	SO	Hoheitsgrenzpunkt 2602074.078/1234886.053 kommt als Stützpunkt nur in Gemeinde Crémines vor	ohne_gemeindegrenztest,data_forward	2602074.078	1234886.053
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2423	SO	Hoheitsgrenzpunkt 2602066.661/1234878.210 kommt als Stützpunkt nur in Gemeinde Crémines vor	ohne_gemeindegrenztest,data_forward	2602066.661	1234878.21
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2423	SO	Hoheitsgrenzpunkt 2602029.537/1234856.800 kommt als Stützpunkt nur in Gemeinde Crémines vor	ohne_gemeindegrenztest,data_forward	2602029.537	1234856.8
MOCHECKSO	20200712	242300_grenzen_err_SO.itf	75222F266D2ABA899A74DD7665125D0E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze	SO 92107	Grenztest	1	2423	SO	Hoheitsgrenzpunkt 2602017.323/1234854.849 kommt als Stützpunkt nur in Gemeinde Crémines vor	ohne_gemeindegrenztest,data_forward	2602017.323	1234854.849
MOCHECKSO	20200715	257200.itf	ECC45631803AB82063807737369F806F	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2572	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2640054.944	1246445.744
MOCHECKSO	20200715	257600.itf	7D784B589B64F95CC0CF2EA522D6A02E	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2576	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2640279.483	1246362.819
MOCHECKSO	20200715	257200.itf	ECC45631803AB82063807737369F806F	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	4	2572	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	all,data_forward	NULL	NULL
MOCHECKSO	20200715	257200.itf	ECC45631803AB82063807737369F806F	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2572	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2639559.109	1244796.552
MOCHECKSO	20200715	249100.itf	BA82C0BF6DDFB94BF44D273540A2BB55	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	2	2491	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	all,data_forward	NULL	NULL
MOCHECKSO	20200715	249100.itf	BA82C0BF6DDFB94BF44D273540A2BB55	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2491	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2632479.438	1247922.411
MOCHECKSO	20200715	249100.itf	BA82C0BF6DDFB94BF44D273540A2BB55	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2491	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2632479.438	1247922.411
MOCHECKSO	20200715	249700.itf	9ED9D6B441B2D7E8B308E30BFEFD70CD	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2497	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2639559.109	1244796.552
MOCHECKSO	20200715	249700.itf	9ED9D6B441B2D7E8B308E30BFEFD70CD	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2497	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2638693.96	1245225.655
MOCHECKSO	20200715	249700.itf	9ED9D6B441B2D7E8B308E30BFEFD70CD	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	2	2497	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	all,data_forward	NULL	NULL
MOCHECKSO	20200712	240200.ITF	9FFEDBD144C96C59B4A75B8331597896	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2402	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2628863.704	1237852.088
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	1	2549	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	ohne_gemeindegrenztest,data_forward	NULL	NULL
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2612029.938	1233782.033
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611987.544	1234045.23
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611919.294	1234446.09
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611892.692	1234541.24
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611867.708	1234629.755
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2612029.938	1233782.033
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611987.544	1234045.23
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611919.294	1234446.09
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611867.708	1234629.755
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2549	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611441.325	1233379.482
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2549	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611867.708	1234629.755
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2549	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611892.692	1234541.24
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2549	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611919.294	1234446.09
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2549	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611892.692	1234541.24
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2549	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2612029.938	1233782.033
MOCHECKSO	20200709	254900.itf	98AD81B3CF6D8B0E64066C8D55594F9B	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2549	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	ohne_gemeindegrenztest,data_forward	2611987.544	1234045.23
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2571	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2631043.645	1237622.071
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Gemeindegrenzen	Gemeindegrenze Geometrie	CH113002	warning	1	2571	SO	Punkt ist kein Knickpunkt der Gemeindegrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2631682.32	1238813.954
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2571	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2632022.026	1239628.099
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2571	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2631682.32	1238813.954
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2571	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2631682.32	1238813.954
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2571	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2632022.026	1239628.099
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Gebaeudeadressen	LokalisationsName	CH192002	warning	3	2571	SO	LokalisationsName muss mindestens eine LokalisationsNamePos haben	all,data_forward	NULL	NULL
MOCHECKSO	20200715	257100.itf	ED0334EC475181EA3C55B564F4647EE5	DM01AVSO24LV95	Gebaeudeadressen	Gebaeudeeingang	CH194204	error	1	2571	SO	Gebäudeeingang muss innerhalb einer Gebäudefläche liegen oder der Attributwert von Im Gebaeude ist falsch	all,data_forward	2631953.118	1239714.879
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624108.178	1234200.645
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Bezirksgrenzen	Bezirksgrenzabschnitt	CH120101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Bezirksgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624100.415	1234194.09
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624668.514	1235110.638
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624649.944	1235083.317
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624630.438	1235054.62
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624611.426	1235026.647
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624547.448	1234932.501
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624489.714	1234847.532
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624487.555	1234844.355
MOCHECKSO	20200712	240300.ITF	D772428D7F3CC52EA172F74FF5A6D72A	DM01AVSO24LV95	Kantonsgrenzen	Kantonsgrenzabschnitt	CH130101	warning	1	2403	SO	Punkt ist kein Knickpunkt der Kantonsgrenze und darum überflüssig. Ausnahme z.B. bei Geländekante	all,data_forward	2624487.27	1234843.935
